age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
58,Male,140573,6.04,15,11,6.62,0.72,3.05,4,10.0,8.06,5.29,7.52,80.66,57.3,4.08,0.76,0.4,0.12,0.24,0.42,6.05,21,15,1.53,4,0,61.35,4,5.78,6.63,8.64,23.56,8.17,6.52,3.37,45,1
26,Female,37495,4.62,39,24,5.78,0.03,0.76,10,3.16,5.32,7.07,8.22,63.98,73.91,4.41,0.36,0.35,0.7,0.58,0.57,1.68,0,271,2.89,5,1,317.1,7,5.68,6.14,8.55,19.15,13.83,9.71,5.34,20,3
45,Male,89439,1.75,12,19,7.83,0.58,3.52,2,7.01,5.78,8.31,1.53,67.49,48.07,1.51,0.42,0.25,0.46,0.38,0.48,9.36,38,57,2.44,10,0,302.82,10,4.38,3.83,8.57,27.32,9.15,8.04,4.49,52,10
44,Female,112915,2.06,8,17,3.82,2.1,4.91,5,2.59,3.79,7.57,8.16,37.84,84.75,1.43,0.38,0.46,0.17,0.47,0.45,4.34,0,38,1.75,6,1,716.56,7,7.16,5.46,2.91,27.42,9.54,3.38,1.49,92,6
34,Female,52209,4.86,22,21,10.81,1.19,1.87,3,8.79,3.22,3.03,6.33,100.0,31.5,2.21,0.19,0.29,0.48,0.29,0.45,6.98,18,222,0.34,0,0,143.04,10,6.61,5.48,9.83,21.62,7.3,7.39,4.49,31,1
53,Male,107913,3.01,39,3,7.91,3.3,0.51,1,3.18,5.89,6.34,7.51,78.62,57.69,1.36,0.87,0.31,0.64,0.63,0.68,2.94,41,148,3.74,1,1,93.59,9,5.39,4.45,6.82,27.07,9.54,6.54,0.86,2,7
30,Male,13124,0.57,28,8,7.93,0.53,2.43,10,8.7,6.76,3.13,4.5,70.67,53.42,1.45,0.27,0.03,0.31,0.63,0.47,1.29,49,139,0.66,1,0,62.09,6,5.26,6.08,3.82,27.27,4.79,5.42,4.61,32,7
13,Male,11763,5.54,20,15,5.9,0.91,8.91,4,6.01,7.62,5.63,6.6,92.95,60.68,3.06,0.77,0.06,0.32,0.92,0.53,0.23,2,487,4.94,7,0,374.6,9,4.48,3.92,7.67,23.56,6.93,3.14,3.06,59,4
25,Female,54932,0.77,38,15,6.29,0.84,1.54,3,6.99,4.33,5.96,6.49,55.98,62.84,0.55,0.51,0.18,0.73,0.1,0.45,3.15,46,426,3.18,0,0,479.52,1,6.45,2.83,6.69,16.72,2.26,6.38,2.27,18,4
47,Male,96496,5.16,29,20,8.25,1.71,1.39,5,6.59,6.22,5.72,6.37,31.73,70.38,3.26,0.26,0.18,0.25,0.31,0.7,4.41,20,152,0.71,5,1,67.91,3,6.5,5.34,7.07,23.89,7.4,2.84,5.26,36,6
27,Male,33443,3.69,15,12,7.22,0.84,4.32,2,7.76,2.99,4.44,3.44,57.09,77.12,3.38,0.46,0.3,0.76,0.46,0.3,19.12,36,52,0.7,0,0,221.15,2,4.29,2.07,7.54,25.98,7.11,5.12,5.03,14,3
42,Female,77281,3.19,9,11,7.0,1.03,0.32,9,5.36,8.83,6.18,4.53,54.11,95.43,1.62,0.35,0.06,0.51,0.81,0.68,3.38,34,189,1.18,2,1,23.86,2,5.2,2.15,4.37,25.54,6.97,4.56,2.72,37,7
40,Female,139301,1.31,38,9,8.07,0.59,1.35,10,10.0,4.66,6.49,5.18,39.2,100.0,0.5,0.3,0.13,0.16,0.57,0.4,7.14,17,279,0.95,10,0,1429.98,7,6.84,3.77,6.68,29.16,3.57,6.06,0.17,73,9
59,Other,55156,11.86,3,5,6.17,0.98,0.36,8,8.34,8.43,6.06,8.2,81.88,91.04,7.7,0.63,0.37,0.28,0.19,0.34,1.29,7,343,4.16,4,1,1022.48,2,5.11,1.52,5.48,20.26,12.76,3.75,4.65,50,6
13,Female,6099,2.84,20,24,8.23,3.76,0.34,4,3.43,2.13,3.49,7.5,76.42,77.58,2.02,0.06,0.47,0.5,0.26,0.48,13.44,42,433,2.59,3,0,437.53,1,6.03,5.16,2.65,25.92,7.14,5.1,3.08,11,4
17,Female,75884,3.39,31,12,5.58,1.38,3.55,3,5.35,4.82,3.12,6.04,93.62,70.63,1.99,0.18,0.59,0.21,0.31,0.55,6.85,32,263,3.92,10,0,278.6,0,3.72,4.11,7.22,25.45,4.06,4.21,5.3,74,2
33,Male,99517,3.0,21,6,4.44,0.97,1.38,10,5.21,3.02,6.16,8.29,63.48,68.58,3.29,0.27,0.16,0.55,0.67,0.06,9.95,17,37,2.05,7,0,1416.16,7,4.96,6.72,9.86,21.79,6.42,4.41,2.88,46,9
57,Male,115933,4.13,33,6,7.23,13.61,0.14,7,6.83,4.47,5.28,6.42,79.96,78.1,1.65,0.18,0.21,0.43,0.13,0.87,3.55,38,5,5.05,4,0,1177.77,7,6.6,2.76,8.82,26.2,8.34,2.25,6.84,88,10
15,Male,41619,0.25,14,17,7.28,3.72,0.33,3,5.24,0.44,6.72,2.9,57.93,74.75,0.0,0.58,0.31,0.85,0.21,0.57,2.1,47,465,4.09,1,0,420.06,8,6.35,9.27,4.33,23.29,2.21,3.94,2.68,98,8
57,Male,95451,0.7,7,13,6.77,2.91,1.28,2,7.91,8.19,6.18,6.58,45.88,68.03,0.0,0.45,0.33,0.68,0.43,0.57,2.83,13,253,2.71,4,0,410.97,8,4.55,7.6,9.57,23.59,3.16,7.08,3.94,64,4
26,Male,33234,10.6,19,9,9.43,0.98,3.23,6,3.92,7.73,7.29,5.95,54.98,44.64,7.73,0.74,0.37,0.38,0.54,0.45,4.19,0,165,9.64,0,1,919.23,9,1.56,7.1,8.68,21.42,23.72,4.71,6.14,15,9
19,Female,133937,3.17,31,7,8.69,3.13,0.11,7,3.87,5.97,5.04,4.35,69.7,50.52,4.49,0.84,0.4,0.25,0.67,0.37,0.44,41,250,0.52,3,1,432.4,0,6.52,7.21,4.5,24.98,3.82,7.83,6.05,22,1
58,Male,128933,4.19,5,0,7.64,2.79,0.1,8,4.51,6.91,9.6,3.3,54.12,56.8,2.13,0.62,0.17,0.37,0.71,0.86,4.72,30,182,2.35,5,0,53.62,8,2.82,5.06,10.0,23.96,10.08,4.27,4.26,11,1
13,Female,104847,8.86,2,22,6.63,2.06,0.84,6,5.01,4.24,4.94,3.37,55.62,80.56,3.94,0.84,0.33,0.58,0.73,0.07,12.03,47,268,0.72,9,0,421.48,6,3.53,7.64,7.87,22.8,10.55,2.94,5.26,86,6
49,Other,102526,10.99,18,24,4.85,0.41,0.72,8,2.6,7.15,4.41,7.21,67.31,62.96,8.9,0.25,0.21,0.65,0.31,0.3,6.5,2,20,2.47,10,0,951.0,3,4.11,4.05,9.29,26.0,12.27,5.27,0.0,72,2
45,Male,80837,3.25,20,15,9.45,3.0,2.37,6,8.42,1.26,5.65,7.36,75.94,66.61,1.77,0.64,0.47,0.79,0.69,0.55,14.32,19,190,2.8,3,1,422.32,1,4.69,5.67,3.3,25.2,9.61,5.96,6.68,79,5
25,Male,146148,3.8,28,11,6.14,4.16,2.45,9,7.76,3.94,4.45,5.84,89.25,43.49,0.76,0.61,0.22,0.2,0.43,0.23,3.63,30,284,3.28,9,0,281.54,0,6.27,6.01,5.94,20.25,6.95,9.65,6.86,7,5
21,Female,147664,3.9,34,9,9.25,0.32,1.36,4,5.44,3.05,5.99,6.42,79.23,80.69,2.66,0.33,0.41,0.6,0.56,0.32,5.77,45,343,0.93,10,1,89.61,6,8.6,8.85,4.83,24.0,4.61,2.98,6.85,48,9
14,Female,78208,0.81,24,22,9.63,1.33,1.05,8,10.0,2.5,7.8,10.0,83.19,77.87,1.57,0.46,0.36,0.23,0.54,0.23,3.37,13,106,2.26,8,1,163.35,6,2.82,4.03,7.03,23.67,3.33,7.77,4.84,25,1
14,Male,104125,1.48,38,7,5.85,1.4,0.86,2,3.2,3.12,5.44,4.98,66.81,72.29,1.21,0.43,0.32,0.22,0.76,0.73,5.17,41,373,1.41,10,1,523.35,2,7.86,9.3,6.1,21.67,3.61,5.5,5.22,94,6
27,Male,126008,3.05,17,14,5.12,0.19,0.31,8,5.64,3.88,4.68,1.08,38.63,72.31,1.5,0.06,0.26,0.21,0.81,0.31,12.83,42,326,2.29,8,1,603.73,10,4.09,5.81,5.38,20.49,3.64,5.1,6.87,71,9
25,Male,11159,1.42,16,12,7.55,1.92,3.19,6,1.94,4.44,3.69,8.29,48.24,70.39,0.94,0.83,0.5,0.13,0.5,0.05,3.19,11,35,3.1,0,0,606.13,8,7.75,3.02,3.69,23.16,6.27,7.44,4.31,11,4
39,Female,35645,4.64,16,19,9.39,1.56,0.97,5,5.88,9.19,6.94,6.01,95.66,44.12,2.32,0.57,0.26,0.31,0.3,0.45,7.87,43,372,1.82,1,0,691.81,10,7.14,4.89,7.8,19.37,7.66,7.01,4.75,87,5
48,Male,103941,1.75,11,23,9.52,1.76,4.79,4,7.3,9.73,5.98,10.0,66.72,62.63,0.63,0.36,0.5,0.33,0.06,0.18,6.03,49,188,0.4,5,0,880.33,0,2.64,5.56,6.23,27.82,4.88,3.21,1.96,94,9
54,Other,133324,1.05,8,12,6.41,0.67,2.21,9,7.33,3.25,6.34,5.53,69.8,52.89,0.0,0.46,0.19,0.63,0.16,0.35,2.92,44,266,1.15,7,1,198.14,5,5.89,5.44,5.41,26.22,5.16,5.25,3.87,85,7
27,Male,74722,0.84,6,4,7.27,4.51,0.07,7,6.94,7.23,6.16,9.82,72.63,94.61,2.66,0.72,0.58,0.54,0.38,0.92,17.08,4,94,1.11,8,1,1000.2,8,4.85,3.66,6.38,23.52,3.33,2.41,6.13,89,2
57,Female,123495,0.62,21,3,10.48,7.76,0.69,6,2.9,6.83,8.79,7.62,77.18,57.69,1.91,0.25,0.33,0.04,0.66,0.38,21.89,8,139,1.79,10,1,71.05,10,3.47,4.02,3.27,27.55,7.03,2.7,3.96,54,4
41,Female,58215,7.33,37,0,10.14,1.5,1.84,2,5.3,6.4,4.96,7.06,80.73,69.46,5.14,0.72,0.14,0.17,0.26,0.08,2.24,8,425,2.2,10,1,220.47,10,4.86,3.67,7.37,26.01,9.21,6.81,2.14,48,5
35,Male,118563,1.66,6,6,8.37,10.68,4.56,1,5.1,7.2,7.25,6.31,67.72,41.93,1.77,0.7,0.28,0.66,0.68,0.52,12.88,33,300,0.53,5,0,649.29,6,6.07,2.82,6.44,14.98,6.16,5.24,5.42,10,1
54,Male,56921,2.86,20,23,7.65,3.71,3.02,4,4.89,4.46,6.89,6.09,77.98,55.24,1.79,0.87,0.25,0.34,0.69,0.09,11.4,33,25,2.3,8,1,219.19,7,4.79,1.41,2.64,22.14,10.16,3.09,2.57,0,3
47,Female,58872,1.5,39,11,9.28,1.65,2.59,7,3.15,8.81,2.79,5.58,62.2,43.92,1.71,0.93,0.16,0.63,0.88,0.43,3.32,14,407,2.79,7,1,159.51,4,4.32,7.68,5.88,15.42,1.96,3.91,5.5,92,3
20,Male,98709,1.25,35,10,8.1,9.64,2.4,8,2.01,5.11,3.47,6.1,51.42,72.96,1.27,0.74,0.11,0.61,0.71,0.47,4.31,1,304,1.1,0,1,311.64,10,3.78,6.44,3.83,25.06,8.4,3.97,3.7,23,3
36,Male,38482,4.15,30,15,5.92,0.04,0.21,1,7.75,6.02,6.15,5.25,100.0,74.59,3.57,0.78,0.29,0.29,0.07,0.55,7.88,0,70,0.41,6,0,911.9,1,5.64,8.07,4.2,28.45,10.01,5.2,5.04,60,9
56,Female,52278,1.36,36,16,5.28,0.55,4.45,10,5.8,5.58,7.56,8.87,73.19,53.76,0.0,0.75,0.13,0.53,0.73,0.64,13.07,22,348,2.37,6,0,41.24,4,4.02,4.41,6.28,23.04,5.16,5.02,6.18,31,8
41,Male,82118,3.76,35,18,5.96,1.17,0.35,6,6.56,2.54,7.03,8.13,54.83,100.0,2.41,0.49,0.15,0.45,0.51,0.36,9.06,5,291,2.49,0,1,795.35,10,4.99,3.89,5.7,22.36,6.42,2.99,6.53,41,9
58,Male,143541,4.92,7,8,9.03,1.95,2.45,9,8.29,6.17,4.68,7.88,41.97,50.41,3.09,0.08,0.26,0.45,0.67,0.69,6.7,47,399,1.95,4,1,524.49,8,6.69,0.95,9.0,24.14,9.86,3.92,2.5,52,4
16,Female,24962,0.81,1,8,5.82,2.01,1.63,5,4.67,4.4,3.61,4.79,77.91,82.73,0.0,0.81,0.44,0.38,0.77,0.49,1.25,11,1,2.26,7,1,198.6,0,4.53,6.3,5.07,22.97,3.87,6.02,5.49,24,10
48,Female,45741,1.52,14,12,6.48,2.89,0.98,8,5.98,5.2,7.96,4.52,76.0,74.48,2.07,0.33,0.26,0.05,0.66,0.15,8.82,13,173,2.46,7,0,591.21,10,3.72,6.05,8.53,22.96,2.71,5.44,5.07,62,1
37,Male,88950,0.95,22,19,6.99,1.41,2.75,2,5.46,5.4,4.08,9.31,98.49,59.78,1.19,0.87,0.46,0.15,0.86,0.47,7.73,8,335,2.88,2,0,179.5,4,5.98,2.43,5.52,30.65,11.19,4.47,2.62,99,4
21,Female,140859,2.53,31,17,6.56,1.51,0.48,4,4.35,5.16,7.88,7.86,84.27,70.1,1.86,0.46,0.07,0.47,0.23,0.68,2.99,43,249,8.37,4,1,1305.96,0,5.54,8.35,8.28,28.4,4.04,8.08,2.15,87,10
17,Female,39661,7.52,25,17,6.82,13.07,2.09,9,2.42,0.84,4.66,8.44,64.9,60.74,5.81,0.51,0.2,0.56,0.15,0.52,7.57,49,246,1.19,1,0,392.36,10,4.08,5.27,6.31,21.26,11.01,1.93,3.17,79,8
26,Male,11567,2.49,34,0,8.07,2.52,0.29,6,4.97,1.06,6.39,9.12,60.02,22.31,0.0,0.67,0.1,0.77,0.5,0.66,2.28,23,146,3.2,10,1,557.28,9,7.27,2.14,6.53,19.0,3.22,4.46,8.55,58,8
33,Female,102838,5.22,21,5,6.65,1.42,8.41,8,6.36,7.31,3.3,4.64,63.48,69.61,3.4,0.29,0.31,0.28,0.78,0.15,4.23,38,281,1.25,4,0,47.97,2,6.29,6.39,5.43,20.71,9.04,1.94,5.08,1,1
31,Female,39061,2.31,25,1,7.76,0.65,3.63,8,5.93,4.98,2.44,4.38,50.29,48.07,1.66,0.62,0.29,0.36,0.79,0.47,5.08,3,289,0.48,3,0,448.79,5,4.39,5.93,4.26,28.87,4.83,4.75,3.16,56,9
25,Female,106927,8.02,29,22,7.84,5.11,16.85,5,2.43,4.12,1.87,3.7,57.09,42.55,6.37,0.87,0.6,0.57,0.8,0.92,3.48,47,160,2.69,7,1,658.0,10,8.21,1.58,6.16,24.93,11.89,6.19,0.5,59,10
33,Female,62958,7.2,3,11,7.63,0.97,1.66,9,4.26,10.0,7.77,5.6,48.04,50.65,7.02,0.38,0.12,0.03,0.41,0.47,4.22,29,74,2.45,0,0,2235.48,0,3.43,3.49,4.18,25.61,10.15,1.04,2.48,83,5
27,Female,81625,4.89,6,6,5.86,1.0,2.68,10,5.77,8.74,6.87,9.17,88.7,74.65,3.1,0.76,0.29,0.47,0.25,0.2,3.74,20,70,2.09,6,0,252.63,0,3.33,7.22,6.4,24.17,13.66,7.04,2.84,24,7
47,Male,114608,3.8,27,18,7.31,2.98,3.76,6,2.31,8.53,5.29,7.71,79.16,79.37,3.01,0.29,0.46,0.33,0.28,0.59,1.59,7,41,1.77,9,0,227.58,9,6.12,4.56,9.39,19.92,6.55,4.64,2.46,74,10
33,Male,66109,4.0,4,12,6.45,1.62,2.27,1,6.81,6.87,5.3,9.44,64.58,79.13,2.35,0.54,0.08,0.61,0.26,0.85,2.01,49,230,3.36,10,1,221.78,10,4.66,7.22,4.64,23.92,10.51,6.77,1.45,71,10
42,Female,87596,6.87,3,16,8.08,3.85,1.17,8,2.39,6.02,9.27,6.87,57.01,51.21,4.28,0.77,0.15,0.56,0.37,0.56,9.33,47,432,2.12,4,0,432.86,9,4.99,4.3,4.29,21.31,10.09,3.81,6.82,8,1
22,Female,86145,0.23,17,2,8.64,0.04,0.08,4,8.29,7.69,6.91,7.52,62.23,70.82,0.35,0.44,0.14,0.46,0.63,0.35,2.47,29,29,1.36,8,1,541.41,2,4.19,3.7,9.42,25.81,5.46,5.56,2.27,18,8
23,Female,76229,2.92,7,14,8.35,1.11,3.51,8,4.86,5.77,8.28,5.95,83.2,63.8,2.93,0.47,0.22,0.62,0.57,0.65,7.52,39,354,1.84,6,0,8.05,6,4.23,4.73,6.56,25.15,10.46,7.12,6.44,7,7
26,Female,23010,0.91,11,6,8.59,0.58,1.68,2,4.08,0.6,3.55,8.81,71.59,65.75,0.76,0.5,0.17,0.24,0.57,0.7,2.45,41,380,5.08,8,1,472.17,6,4.19,2.15,4.08,21.33,2.21,2.55,1.75,68,9
16,Female,81428,4.76,37,4,5.91,1.73,0.68,6,5.77,3.97,4.5,9.59,93.43,82.6,3.02,0.33,0.3,0.43,0.27,0.77,8.44,0,14,2.09,8,1,85.13,10,8.88,2.98,5.83,25.35,7.51,1.93,6.21,4,4
38,Female,99841,2.5,5,1,6.62,3.74,2.14,9,6.76,4.13,7.74,7.67,61.48,75.95,3.3,0.33,0.35,0.6,0.08,0.56,2.62,42,45,2.41,3,1,16.37,0,2.55,3.86,5.56,20.37,12.02,5.51,4.03,24,6
13,Female,135403,2.29,8,20,5.94,6.87,1.44,3,0.7,8.5,10.0,6.76,71.46,78.67,1.23,0.69,0.45,0.29,0.07,0.51,5.65,28,409,1.64,1,0,404.56,3,3.37,5.67,3.82,29.94,5.36,5.6,5.85,9,2
48,Male,28155,3.77,2,17,8.89,4.02,0.03,4,7.92,6.03,6.38,5.96,69.37,87.56,2.64,0.47,0.3,0.43,0.81,0.2,5.52,44,4,1.05,1,0,35.86,2,6.01,7.69,9.59,18.18,5.98,3.81,2.72,30,2
31,Female,58245,5.32,5,4,6.84,0.56,6.89,9,7.01,3.63,4.91,4.43,61.14,71.29,3.25,0.38,0.09,0.6,0.7,0.52,10.04,34,19,1.31,1,1,963.02,10,0.58,0.4,5.98,26.85,5.89,8.02,4.47,41,1
17,Female,74271,2.12,9,10,7.42,5.83,0.62,5,6.4,6.07,7.13,7.59,79.71,61.26,0.99,0.37,0.41,0.21,0.21,0.56,9.11,36,126,1.15,4,1,917.72,7,1.93,6.1,6.1,32.29,4.86,5.14,0.0,91,10
45,Female,47017,1.73,25,14,6.35,3.48,0.8,6,6.39,8.39,7.61,4.61,73.96,77.96,0.54,0.25,0.14,0.52,0.11,0.37,1.33,48,37,1.33,5,1,1343.1,7,3.27,6.95,10.0,22.72,7.72,7.02,3.04,49,1
28,Female,126115,3.28,2,8,8.62,0.26,0.65,5,6.35,2.73,7.61,4.94,75.34,76.1,3.64,0.28,0.09,0.27,0.45,0.35,5.74,6,98,2.07,0,1,36.53,4,8.41,2.13,5.57,24.52,4.05,5.7,3.62,41,10
20,Male,17686,9.08,2,1,7.9,3.19,1.17,6,7.92,3.63,3.87,9.56,100.0,55.97,6.32,0.54,0.15,0.49,0.3,0.5,8.09,45,299,2.84,8,1,239.34,1,8.37,6.04,9.15,26.26,9.92,9.74,4.99,66,1
18,Male,95103,2.29,37,18,8.52,3.11,0.05,7,5.76,7.79,7.46,7.74,58.77,67.22,0.0,0.25,0.16,0.53,0.59,0.08,0.78,24,192,3.84,2,0,244.46,7,4.08,7.0,4.39,22.3,10.96,3.85,3.4,55,6
19,Male,146299,7.25,33,4,7.43,2.87,1.68,8,5.19,7.01,4.13,5.12,70.23,77.91,5.41,0.85,0.23,0.78,0.3,0.17,2.25,4,41,2.65,8,0,346.95,5,6.46,2.77,4.27,31.41,10.3,7.05,2.92,72,2
20,Female,109879,7.81,12,17,6.44,0.1,2.08,10,0.0,7.9,8.85,5.8,78.52,63.04,7.09,0.36,0.26,0.33,0.64,0.32,0.92,26,174,5.14,1,1,512.48,3,7.51,5.4,4.03,26.46,12.07,7.17,3.93,93,6
48,Female,128049,13.79,14,7,5.04,0.89,9.38,7,5.99,3.3,5.65,8.87,80.49,75.89,7.46,0.87,0.07,0.22,0.53,0.38,11.82,21,448,1.81,1,0,198.82,7,4.36,6.22,8.57,26.5,14.82,7.14,3.79,98,5
24,Male,117161,4.74,17,24,6.99,0.21,0.18,5,8.06,7.36,4.79,4.71,48.49,50.35,5.13,0.61,0.55,0.75,0.41,0.16,9.47,26,285,3.09,9,1,72.18,8,5.15,6.32,4.82,22.93,5.62,3.44,1.36,80,7
57,Male,50154,4.77,30,7,7.19,0.38,0.8,9,6.37,6.24,3.34,10.0,85.18,65.34,2.0,0.04,0.22,0.59,0.5,0.31,3.29,7,387,3.09,3,0,660.55,7,6.64,6.09,7.9,27.6,13.52,7.49,1.32,31,9
15,Male,21048,3.33,37,17,2.07,6.37,0.1,7,6.25,5.31,2.77,4.71,60.32,37.02,3.12,0.58,0.32,0.43,0.32,0.96,1.49,0,281,6.22,6,0,384.63,2,7.76,6.76,7.55,26.08,6.69,8.51,3.32,4,7
31,Female,37374,1.15,18,19,6.01,1.1,4.06,5,5.77,6.94,2.97,8.01,72.75,58.31,0.63,0.61,0.06,0.47,0.51,0.28,8.35,10,329,0.36,2,1,268.61,2,2.32,4.21,9.68,29.62,2.37,5.61,8.41,62,6
30,Female,29559,10.37,39,16,7.66,2.6,3.77,7,7.58,6.05,7.05,8.12,72.1,50.74,8.1,0.19,0.06,0.6,0.86,0.21,4.58,45,181,4.09,9,1,54.5,8,4.45,5.6,3.03,18.47,12.61,7.0,4.96,47,6
47,Female,80529,8.96,26,9,5.29,0.56,2.18,7,6.77,3.36,5.39,5.91,89.71,86.15,5.24,0.28,0.28,0.2,0.72,0.46,7.05,8,323,0.27,10,0,1164.9,9,4.46,5.34,3.59,27.37,11.36,4.7,5.93,52,6
54,Male,51637,6.67,9,24,7.03,2.96,5.45,3,7.02,2.14,5.75,4.14,85.33,66.0,3.2,0.15,0.36,0.33,0.45,0.7,3.86,1,327,2.74,10,1,588.65,0,6.65,6.31,8.0,16.99,8.7,4.77,4.82,31,5
55,Male,118359,7.95,4,16,7.36,8.18,0.99,3,4.39,3.09,5.41,3.18,100.0,73.79,4.86,0.77,0.32,0.01,0.7,0.97,3.14,3,16,0.16,5,1,321.38,6,5.19,4.6,5.64,20.3,9.54,2.07,2.07,34,1
24,Male,34971,6.9,26,7,7.87,0.22,1.15,3,7.39,8.44,6.11,8.31,33.38,79.88,5.4,0.77,0.13,0.62,0.08,0.31,3.85,48,44,1.21,3,1,415.11,9,6.56,4.86,10.0,20.38,8.34,6.17,4.69,47,8
52,Female,24162,3.45,5,13,7.33,3.61,0.67,5,4.53,7.57,2.22,9.13,39.52,74.98,3.49,0.49,0.29,0.26,0.44,0.37,1.31,3,438,5.26,2,0,127.96,9,4.0,6.81,7.34,23.87,5.68,2.32,5.78,70,10
55,Female,90918,0.88,16,20,5.37,0.41,1.06,7,5.72,3.96,7.84,9.1,58.17,70.14,0.62,0.5,0.25,0.19,0.08,0.31,2.41,33,474,1.52,8,0,863.09,1,5.03,5.57,8.18,26.92,2.09,3.55,3.9,75,1
57,Male,39029,11.27,19,4,8.6,0.02,2.08,4,4.17,3.52,6.66,6.56,63.65,86.92,8.63,0.15,0.13,0.41,0.3,0.83,14.96,8,30,1.03,0,0,283.76,1,2.0,3.58,7.6,23.25,16.84,7.73,2.53,54,3
19,Male,19198,3.54,20,23,6.95,1.98,3.14,1,2.84,5.47,7.95,7.77,73.93,62.69,4.26,0.86,0.34,0.17,0.05,0.8,6.8,17,117,3.52,5,0,592.08,8,5.87,5.35,4.71,21.33,5.81,8.18,0.87,33,5
51,Male,80647,4.42,5,24,8.36,3.41,1.2,6,5.47,7.54,7.67,4.79,66.38,56.41,4.22,0.19,0.26,0.63,0.72,0.35,3.46,24,293,1.21,5,0,47.08,0,4.6,2.82,8.5,27.29,13.65,7.28,1.98,92,10
24,Female,74058,2.27,32,23,6.18,1.6,0.91,3,8.18,5.46,0.24,7.73,87.78,71.62,1.36,0.48,0.16,0.54,0.43,0.17,10.61,41,414,0.43,2,1,40.27,8,5.72,2.71,6.78,22.1,7.73,8.01,2.94,86,8
48,Female,97172,4.71,36,18,4.64,1.67,2.65,10,4.5,1.86,3.34,3.86,89.08,55.03,3.18,0.15,0.5,0.33,0.93,0.61,7.14,41,329,1.4,9,0,10.12,1,6.47,5.75,9.7,21.82,5.11,4.94,5.58,21,7
32,Male,109226,3.23,7,14,6.74,0.44,4.69,10,5.7,1.59,5.03,8.22,83.96,79.38,2.24,0.18,0.13,0.37,0.82,0.46,8.47,8,384,1.49,9,0,1156.9,7,1.25,3.68,6.89,24.88,6.7,2.44,2.73,43,2
29,Female,118230,11.55,1,9,6.99,5.1,0.64,4,4.22,3.55,6.17,7.04,79.12,73.16,10.0,0.46,0.24,0.32,0.39,0.79,0.71,8,211,3.25,4,0,93.16,5,7.09,6.79,7.37,26.04,12.37,3.26,6.98,58,6
47,Female,88545,11.04,19,23,7.64,6.1,0.61,1,5.4,3.84,6.17,5.89,56.75,83.08,6.81,0.43,0.07,0.39,0.5,0.21,8.39,19,177,1.81,4,0,436.17,7,5.32,2.54,7.2,21.12,15.94,6.63,4.47,31,9
38,Female,30742,2.23,3,12,8.39,2.64,1.14,1,3.13,1.52,7.14,6.45,75.17,54.14,1.45,0.2,0.61,0.65,0.3,0.53,5.0,27,232,5.36,10,1,273.13,0,2.73,3.62,7.02,25.08,5.18,5.66,3.14,51,5
28,Female,104627,9.17,28,2,8.83,0.48,1.39,7,4.85,5.88,5.89,6.49,45.22,93.01,7.19,0.43,0.56,0.56,0.4,0.66,1.91,26,466,1.21,9,0,734.6,1,3.41,8.37,7.13,29.5,10.91,4.32,3.03,81,10
32,Male,64055,3.75,18,17,5.94,0.44,0.66,5,7.07,2.07,5.21,7.78,65.61,60.05,2.25,0.57,0.11,0.51,0.53,0.57,15.17,45,83,3.89,5,0,38.56,9,4.25,5.86,7.92,25.43,6.47,6.75,1.17,36,8
35,Other,79137,10.47,30,23,7.56,1.52,0.98,2,4.21,3.71,4.72,5.88,68.03,68.58,8.02,0.22,0.1,0.61,0.72,0.73,5.45,26,258,1.73,5,1,224.86,5,3.92,3.54,5.14,21.64,16.65,6.31,7.46,87,4
29,Female,127866,3.62,28,3,6.84,2.14,0.98,1,5.02,8.36,5.2,8.4,58.57,84.92,2.84,0.23,0.64,0.17,0.26,0.49,5.48,2,474,0.9,10,1,776.42,6,5.37,6.23,6.1,23.21,8.43,4.71,2.8,8,8
21,Female,66925,4.71,10,15,6.03,1.56,1.15,10,4.8,3.64,5.39,9.27,75.79,76.29,2.74,0.3,0.27,0.13,0.51,0.2,0.57,13,106,1.39,6,0,282.8,1,8.82,7.01,6.15,24.75,10.51,6.1,5.69,58,8
33,Male,62438,3.42,34,22,6.38,1.46,0.19,6,6.18,0.97,5.08,5.68,77.9,76.13,1.36,0.54,0.52,0.36,0.19,0.29,18.53,2,371,4.11,0,0,313.08,1,9.13,6.77,8.63,20.64,6.66,2.79,7.2,31,3
56,Male,114781,7.25,8,14,8.61,5.26,3.02,4,8.22,6.35,5.31,5.83,86.11,63.1,5.53,0.65,0.45,0.39,0.42,0.12,5.9,47,276,2.39,3,1,279.8,1,3.64,3.94,6.4,26.61,9.68,5.0,0.0,75,5
